Date,Sex,Condition,Age,Mouse,Fiber,PS,PercLC
May17_OCRY,F,Rapa,Old,L2,FJZ,16.23024159,8
May17_OCRY,F,Rapa,Old,,FKN,,8
May17_OCRY,F,Rapa,Old,2-2,FKO,0.903490148,8
May17_OCRY,F,Rapa,Old,2-2,FKP,3.117623686,8
May17_OCRY,F,Rapa,Old,2-1,FKQ,0.413305025,8
May17_OCRY,F,Rapa,Old,2-4,FKR,6.336863528,8
May17_OCRY,F,Rapa,Old,2-2,FKS,7.075523203,8
May17_OCRY,F,Rapa,Old,2-4,FKW,6.947865063,8
May17_OCRY,F,Rapa,Old,3-1,FKX,11.10680821,8
May17_OCRY,F,Rapa,Old,3-3,FKY,39.41338106,8
May17_OCRY,F,Rapa,Old,3-2,FKZ,55.6087641,8
May17_OCRY,F,Rapa,Old,3-2,FLA,14.10138443,8
May17_OCRY,F,Rapa,Old,3-3,FLF,10.92767497,8
May17_OCRY,F,Rapa,Old,E1,FPK,0.92971591,8
May17_OCRY,F,Rapa,Old,F4,FPL,8.014352281,8
May17_OCRY,F,Rapa,Old,F3,FPM,1.385675289,8
May17_OCRY,F,Rapa,Old,F4,FPP,3.398240825,8
May17_OCRY,F,Rapa,Old,F3,FPQ,32.28715499,8
May17_OCRY,F,Rapa,Old,F5,FPT,3.905928466,8
May17_OCRY,F,Rapa,Old,F5,FPU,1.855195064,8
May17_OCRY,F,Rapa,Old,E1,FPV,14.33205512,8
May17_OCRY,F,Rapa,Old,F5,FPW,5.812547771,8
May17_OCRY,F,Rapa,Old,F3,FPX,3.116919754,8
May17_OCRY,F,Rapa,Old,L2,FJV,20.95418588,12
May17_OCRY,F,Rapa,Old,L2,FJW,49.42185608,12
May17_OCRY,F,Rapa,Old,L3,FJX,30.20178344,12
May17_OCRY,F,Rapa,Old,L2,FJZ,29.12795387,12
May17_OCRY,F,Rapa,Old,,FKN,,12
May17_OCRY,F,Rapa,Old,2-2,FKO,2.165691354,12
May17_OCRY,F,Rapa,Old,2-2,FKP,6.4044887,12
May17_OCRY,F,Rapa,Old,2-1,FKQ,2.134465676,12
May17_OCRY,F,Rapa,Old,2-4,FKR,11.89130517,12
May17_OCRY,F,Rapa,Old,2-2,FKS,14.15185522,12
May17_OCRY,F,Rapa,Old,2-4,FKW,17.53621137,12
May17_OCRY,F,Rapa,Old,3-1,FKX,20.7018259,12
May17_OCRY,F,Rapa,Old,3-3,FKY,81.90556404,12
May17_OCRY,F,Rapa,Old,3-2,FKZ,89.19947427,12
May17_OCRY,F,Rapa,Old,3-2,FLA,26.77759646,12
May17_OCRY,F,Rapa,Old,3-3,FLF,19.23114612,12
May17_OCRY,F,Rapa,Old,E1,FPK,2.183941992,12
May17_OCRY,F,Rapa,Old,F4,FPL,27.14989224,12
May17_OCRY,F,Rapa,Old,F3,FPM,4.789288964,12
May17_OCRY,F,Rapa,Old,F4,FPP,9.250025276,12
May17_OCRY,F,Rapa,Old,F3,FPQ,69.70010616,12
May17_OCRY,F,Rapa,Old,F5,FPT,28.7548336,12
May17_OCRY,F,Rapa,Old,F5,FPU,4.258857484,12
May17_OCRY,F,Rapa,Old,E1,FPV,29.488886,12
May17_OCRY,F,Rapa,Old,F5,FPW,17.30089172,12
May17_OCRY,F,Rapa,Old,F3,FPX,8.808057655,12
May17_OCRY,F,Rapa,Old,L2,FJV,31.97567818,16
May17_OCRY,F,Rapa,Old,L2,FJW,84.0567458,16
May17_OCRY,F,Rapa,Old,L3,FJX,59.31464968,16
May17_OCRY,F,Rapa,Old,L2,FJZ,44.72170505,16
May17_OCRY,F,Rapa,Old,,FKN,,16
May17_OCRY,F,Rapa,Old,2-2,FKO,4.857655369,16
May17_OCRY,F,Rapa,Old,2-2,FKP,10.92940652,16
May17_OCRY,F,Rapa,Old,2-1,FKQ,6.213842887,16
May17_OCRY,F,Rapa,Old,2-4,FKR,19.11325519,16
May17_OCRY,F,Rapa,Old,2-2,FKS,23.118506,16
May17_OCRY,F,Rapa,Old,2-4,FKW,34.16796414,16
May17_OCRY,F,Rapa,Old,3-1,FKX,33.00687898,16
May17_OCRY,F,Rapa,Old,3-3,FKY,139.457388,16
May17_OCRY,F,Rapa,Old,3-2,FKZ,94.71663995,16
May17_OCRY,F,Rapa,Old,3-2,FLA,43.17355372,16
May17_OCRY,F,Rapa,Old,3-3,FLF,29.55451702,16
May17_OCRY,F,Rapa,Old,E1,FPK,8.185572918,16
May17_OCRY,F,Rapa,Old,F4,FPL,66.25923206,16
May17_OCRY,F,Rapa,Old,F3,FPM,21.34043936,16
May17_OCRY,F,Rapa,Old,F4,FPP,20.55039935,16
May17_OCRY,F,Rapa,Old,F3,FPQ,126.2765393,16
May17_OCRY,F,Rapa,Old,F5,FPT,95.29838315,16
May17_OCRY,F,Rapa,Old,F5,FPU,18.24343153,16
May17_OCRY,F,Rapa,Old,E1,FPV,48.45167685,16
May17_OCRY,F,Rapa,Old,F5,FPW,36.42452229,16
May17_OCRY,F,Rapa,Old,F3,FPX,22.62905252,16
May17_OCRY,F,Rapa,Old,L2,FJV,44.55699373,20
May17_OCRY,F,Rapa,Old,L2,FJW,127.2658314,20
May17_OCRY,F,Rapa,Old,L3,FJX,97.43573248,20
May17_OCRY,F,Rapa,Old,L2,FJZ,60.2798402,20
May17_OCRY,F,Rapa,Old,,FKN,,20
May17_OCRY,F,Rapa,Old,2-2,FKO,9.639528478,20
May17_OCRY,F,Rapa,Old,2-2,FKP,15.78144077,20
May17_OCRY,F,Rapa,Old,2-1,FKQ,16.56617127,20
May17_OCRY,F,Rapa,Old,2-4,FKR,27.24132213,20
May17_OCRY,F,Rapa,Old,2-2,FKS,34.10003322,20
May17_OCRY,F,Rapa,Old,2-4,FKW,54.37886294,20
May17_OCRY,F,Rapa,Old,3-1,FKX,46.37797594,20
May17_OCRY,F,Rapa,Old,3-3,FKY,200.8788756,20
May17_OCRY,F,Rapa,Old,3-2,FKZ,107.3533515,20
May17_OCRY,F,Rapa,Old,3-2,FLA,59.09543612,20
May17_OCRY,F,Rapa,Old,3-3,FLF,41.18305506,20
May17_OCRY,F,Rapa,Old,E1,FPK,27.34251647,20
May17_OCRY,F,Rapa,Old,F4,FPL,117.5664214,20
May17_OCRY,F,Rapa,Old,F3,FPM,63.83621474,20
May17_OCRY,F,Rapa,Old,F4,FPP,38.21430738,20
May17_OCRY,F,Rapa,Old,F3,FPQ,198.2898089,20
May17_OCRY,F,Rapa,Old,F5,FPT,191.3111974,20
May17_OCRY,F,Rapa,Old,F5,FPU,68.60539411,20
May17_OCRY,F,Rapa,Old,E1,FPV,69.86159496,20
May17_OCRY,F,Rapa,Old,F5,FPW,60.63394904,20
May17_OCRY,F,Rapa,Old,F3,FPX,35.03722478,20
May17_OCRY,F,Rapa,Old,L2,FJV,56.37956486,24
May17_OCRY,F,Rapa,Old,L2,FJW,171.0153182,24
May17_OCRY,F,Rapa,Old,L3,FJX,138.4427389,24
May17_OCRY,F,Rapa,Old,L2,FJZ,,24
May17_OCRY,F,Rapa,Old,,FKN,,24
May17_OCRY,F,Rapa,Old,2-2,FKO,14.47027111,24
May17_OCRY,F,Rapa,Old,2-2,FKP,21.10160982,24
May17_OCRY,F,Rapa,Old,2-1,FKQ,35.17576787,24
May17_OCRY,F,Rapa,Old,2-4,FKR,35.45976708,24
May17_OCRY,F,Rapa,Old,2-2,FKS,41.29410575,24
May17_OCRY,F,Rapa,Old,2-4,FKW,74.60721868,24
May17_OCRY,F,Rapa,Old,3-1,FKX,,24
May17_OCRY,F,Rapa,Old,3-3,FKY,244.4230142,24
May17_OCRY,F,Rapa,Old,3-2,FKZ,129.7806664,24
May17_OCRY,F,Rapa,Old,3-2,FLA,72.1613939,24
May17_OCRY,F,Rapa,Old,3-3,FLF,54.76342668,24
May17_OCRY,F,Rapa,Old,E1,FPK,61.70709453,24
May17_OCRY,F,Rapa,Old,F4,FPL,173.3717987,24
May17_OCRY,F,Rapa,Old,F3,FPM,127.1914728,24
May17_OCRY,F,Rapa,Old,F4,FPP,57.8451406,24
May17_OCRY,F,Rapa,Old,F3,FPQ,278.7940552,24
May17_OCRY,F,Rapa,Old,F5,FPT,321.6632872,24
May17_OCRY,F,Rapa,Old,F5,FPU,153.6655056,24
May17_OCRY,F,Rapa,Old,E1,FPV,87.69433251,24
May17_OCRY,F,Rapa,Old,F5,FPW,91.1366242,24
May17_OCRY,F,Rapa,Old,F3,FPX,54.62984594,24
May17_OCRY,F,Young,Young,M5,FOX,0.844546178,4
May17_OCRY,F,Young,Young,M4,FOY,2.115101949,4
May17_OCRY,F,Young,Young,,FOZ,,4
May17_OCRY,F,Young,Young,M4,FPA,3.554308694,4
May17_OCRY,F,Young,Young,M4,FPE,1.092993631,4
May17_OCRY,F,Young,Young,M4,FPF,1.071872297,4
May17_OCRY,F,Young,Young,M5,FPG,0.813248408,4
May17_OCRY,F,Young,Young,M5,FOX,4.537818471,8
May17_OCRY,F,Young,Young,M4,FOY,10.22485207,8
May17_OCRY,F,Young,Young,,FOZ,,8
May17_OCRY,F,Young,Young,M4,FPA,11.16410003,8
May17_OCRY,F,Young,Young,M4,FPE,3.230764331,8
May17_OCRY,F,Young,Young,M4,FPF,3.079421247,8
May17_OCRY,F,Young,Young,M5,FPG,4.406397735,8
May17_OCRY,F,Young,Young,M5,FOX,14.61305732,12
May17_OCRY,F,Young,Young,M4,FOY,29.49594844,12
May17_OCRY,F,Young,Young,,FOZ,,12
May17_OCRY,F,Young,Young,M4,FPA,24.01781995,12
May17_OCRY,F,Young,Young,M4,FPE,6.515605096,12
May17_OCRY,F,Young,Young,M4,FPF,7.608005033,12
May17_OCRY,F,Young,Young,M5,FPG,12.78086341,12
May17_OCRY,F,Young,Young,M5,FOX,30.12559713,16
May17_OCRY,F,Young,Young,M4,FOY,52.32668752,16
May17_OCRY,F,Young,Young,,FOZ,,16
May17_OCRY,F,Young,Young,M4,FPA,44.87206964,16
May17_OCRY,F,Young,Young,M4,FPE,11.47159236,16
May17_OCRY,F,Young,Young,M4,FPF,16.58795313,16
May17_OCRY,F,Young,Young,M5,FPG,29.01310686,16
May17_OCRY,F,Young,Young,M5,FOX,51.53702229,20
May17_OCRY,F,Young,Young,M4,FOY,68.9782535,20
May17_OCRY,F,Young,Young,,FOZ,,20
May17_OCRY,F,Young,Young,M4,FPA,71.62833371,20
May17_OCRY,F,Young,Young,M4,FPE,18.33942675,20
May17_OCRY,F,Young,Young,M4,FPF,34.01910828,20
May17_OCRY,F,Young,Young,M5,FPG,48.30063694,20
May17_OCRY,F,Young,Young,M5,FOX,74.78742038,24
May17_OCRY,F,Young,Young,M4,FOY,82.53993141,24
May17_OCRY,F,Young,Young,,FOZ,,24
May17_OCRY,F,Young,Young,M4,FPA,102.5965588,24
May17_OCRY,F,Young,Young,M4,FPE,25.4110828,24
May17_OCRY,F,Young,Young,M4,FPF,61.28198474,24
May17_OCRY,F,Young,Young,M5,FPG,61.73044586,24
May17_OP,F,Control,Old,QM1,FQM,3.138280255,4
May17_OP,F,Control,Old,QM1,FQU,1.021375276,4
May17_OP,F,Control,Old,QM3,FQV,0.867814736,4
May17_OP,F,Control,Old,QM2,FRA,1.561280938,4
May17_OP,F,Control,Old,QM1,FQM,8.658726115,8
May17_OP,F,Control,Old,QM1,FQU,3.517649812,8
May17_OP,F,Control,Old,QM3,FQV,3.13548793,8
May17_OP,F,Control,Old,QM2,FRA,5.557578295,8
May17_OP,F,Control,Old,QM1,FQM,16.74305732,12
May17_OP,F,Control,Old,QM1,FQU,8.036063954,12
May17_OP,F,Control,Old,QM3,FQV,9.210426987,12
May17_OP,F,Control,Old,QM2,FRA,11.73358605,12
May17_OP,F,Control,Old,QM1,FQM,28.08452229,16
May17_OP,F,Control,Old,QM1,FQU,15.18899779,16
May17_OP,F,Control,Old,QM3,FQV,25.33726508,16
May17_OP,F,Control,Old,QM2,FRA,19.12846847,16
May17_OP,F,Control,Old,QM1,FQM,40.00146497,20
May17_OP,F,Control,Old,QM1,FQU,26.11177954,20
May17_OP,F,Control,Old,QM3,FQV,49.0031454,20
May17_OP,F,Control,Old,QM2,FRA,26.43395852,20
May17_OP,F,Control,Old,QM1,FQM,48.65318471,24
May17_OP,F,Control,Old,QM1,FQU,41.55605356,24
May17_OP,F,Control,Old,QM3,FQV,77.23598333,24
May17_OP,F,Control,Old,QM2,FRA,32.44043815,24
May17_OP,F,Pers,Old,QMM1,FQO,4.776186143,4
May17_OP,F,Pers,Old,QMM2,FQP,0.784713376,4
May17_OP,F,Pers,Old,QMM3,FQR,0.907323739,4
May17_OP,F,Pers,Old,QMM3,FQS,0.065601001,4
May17_OP,F,Pers,Old,QMM1,FQT,0.703307006,4
May17_OP,F,Pers,Old,QMM3,FQW,0.324882638,4
May17_OP,F,Pers,Old,QMM1,FQX,2.152158528,4
May17_OP,F,Pers,Old,QMM2,FQY,0.643008796,4
May17_OP,F,Pers,Old,QMM2,FQZ,2.844208917,4
May17_OP,F,Pers,Old,QMM1,FQO,12.85459509,8
May17_OP,F,Pers,Old,QMM2,FQP,2.308606369,8
May17_OP,F,Pers,Old,QMM3,FQR,2.542481211,8
May17_OP,F,Pers,Old,QMM3,FQS,0.625783018,8
May17_OP,F,Pers,Old,QMM1,FQT,2.711887898,8
May17_OP,F,Pers,Old,QMM3,FQW,0.957116869,8
May17_OP,F,Pers,Old,QMM1,FQX,8.991350161,8
May17_OP,F,Pers,Old,QMM2,FQY,1.697936075,8
May17_OP,F,Pers,Old,QMM2,FQZ,8.527857325,8
May17_OP,F,Pers,Old,QMM1,FQO,24.9522631,12
May17_OP,F,Pers,Old,QMM2,FQP,4.543877707,12
May17_OP,F,Pers,Old,QMM3,FQR,4.245873096,12
May17_OP,F,Pers,Old,QMM3,FQS,1.530253315,12
May17_OP,F,Pers,Old,QMM1,FQT,9.236504459,12
May17_OP,F,Pers,Old,QMM3,FQW,1.938892585,12
May17_OP,F,Pers,Old,QMM1,FQX,21.16458284,12
May17_OP,F,Pers,Old,QMM2,FQY,3.636437165,12
May17_OP,F,Pers,Old,QMM2,FQZ,15.55240764,12
May17_OP,F,Pers,Old,QMM1,FQO,35.84183024,16
May17_OP,F,Pers,Old,QMM2,FQP,8.343480255,16
May17_OP,F,Pers,Old,QMM3,FQR,5.901747735,16
May17_OP,F,Pers,Old,QMM3,FQS,2.324577565,16
May17_OP,F,Pers,Old,QMM1,FQT,28.58533503,16
May17_OP,F,Pers,Old,QMM3,FQW,3.844081644,16
May17_OP,F,Pers,Old,QMM1,FQX,33.17189589,16
May17_OP,F,Pers,Old,QMM2,FQY,9.492670104,16
May17_OP,F,Pers,Old,QMM2,FQZ,21.93434904,16
May17_OP,F,Pers,Old,QMM1,FQO,43.06499935,20
May17_OP,F,Pers,Old,QMM2,FQP,13.64687898,20
May17_OP,F,Pers,Old,QMM3,FQR,8.040817226,20
May17_OP,F,Pers,Old,QMM3,FQS,5.102279307,20
May17_OP,F,Pers,Old,QMM1,FQT,56.67244841,20
May17_OP,F,Pers,Old,QMM3,FQW,7.737574035,20
May17_OP,F,Pers,Old,QMM1,FQX,,20
May17_OP,F,Pers,Old,QMM2,FQY,25.07197019,20
May17_OP,F,Pers,Old,QMM2,FQZ,26.32438217,20
May17_OP,F,Pers,Old,QMM1,FQO,54.86009619,24
May17_OP,F,Pers,Old,QMM2,FQP,19.37989299,24
May17_OP,F,Pers,Old,QMM3,FQR,10.38979129,24
May17_OP,F,Pers,Old,QMM3,FQS,8.614599966,24
May17_OP,F,Pers,Old,QMM1,FQT,65.74724076,24
May17_OP,F,Pers,Old,QMM3,FQW,12.58691778,24
May17_OP,F,Pers,Old,QMM1,FQX,,24
May17_OP,F,Pers,Old,QMM2,FQY,44.93805335,24
May17_OP,F,Pers,Old,QMM2,FQZ,30.16230318,24
